Date,Spend,AMS_revenue,Impressions,Clicks,PID,CID
11-02-2019,0.37,0,1314,6,p80,c9
11-02-2019,37.19,734.66,73927,119,p81,c10
11-02-2019,30.55,235.44,27527,140,p82,c11
11-02-2019,56.5,490.73,53912,158,p84,c5
11-02-2019,11.28,51.65,17387,39,p85,c5
11-02-2019,11.55,65.7,6254,39,p88,c9
11-02-2019,1.86,37.82,3827,10,p89,c10
11-02-2019,12.78,464.79,30676,90,p92,c10
11-02-2019,3.17,31.09,3287,9,p93,c9
11-02-2019,16.19,382.51,7227,88,p94,c15
11-02-2019,16.62,117.29,7853,62,p95,c15
11-02-2019,3.47,55.15,972,11,p97,c9
11-02-2019,142.31,1330.15,97524,492,p98,c9
11-02-2019,33.88,376.08,31174,131,p100,c9
11-02-2019,84.6,652.7,79823,289,p101,c14
11-02-2019,136.91,1775.67,137990,575,p102,c15
11-02-2019,16.71,146.51,13484,59,p103,c12
11-02-2019,23.58,583.84,21696,111,p104,c12
11-02-2019,6.92,19.7,1314,18,p105,c12
11-02-2019,0.34,0,544,2,p106,c9
11-02-2019,15.72,19.99,7891,47,p109,c9
11-02-2019,66.36,649.64,62202,292,p110,c8
11-02-2019,34.44,487.25,26358,104,p114,c12
11-02-2019,326.83,4145.82,265207,1123,p115,c2
11-02-2019,188.1,2382.59,68401,626,p116,c15
11-02-2019,8.03,74.19,5916,47,p117,c9
11-02-2019,2.67,59.94,3389,14,p118,c11
11-02-2019,22.8,263.66,32511,106,p120,c12
11-02-2019,14.88,169.91,8791,56,p121,c5
11-02-2019,17.35,219.2,19030,57,p122,c10
11-02-2019,43.42,196.93,23841,133,p123,c14
11-02-2019,55.19,372.15,41023,175,p125,c13
11-02-2019,10.99,36.48,5302,26,p126,c15
11-02-2019,193.07,2429.07,108018,695,p127,c15
11-02-2019,43.41,376.74,20227,127,p129,c13
11-02-2019,73.85,976.88,39980,231,p130,c13
11-02-2019,23.35,269.23,11690,91,p131,c12
11-02-2019,1.06,0,979,13,p132,c9
11-02-2019,24.06,234.33,40108,111,p135,c9
11-02-2019,9.01,78.34,13148,39,p136,c7
11-02-2019,0,0,0,0,p138,c9
11-02-2019,3.59,59.87,1270,8,p139,c9
11-02-2019,4.21,44.6,1070,36,p140,c15
11-02-2019,80.48,1612,56024,342,p142,c15
11-02-2019,0.13,19.97,57,1,p143,c8
11-02-2019,17.94,345.24,11843,91,p144,c8
11-02-2019,27.13,196.72,15665,77,p145,c15
11-02-2019,8.15,39.93,10011,34,p146,c14
11-02-2019,19.64,83.1,26164,60,p147,c9
11-02-2019,32.06,500.9,22970,104,p148,c9
11-02-2019,16.07,115.62,14736,52,p149,c13
11-02-2019,13.97,127.62,15337,73,p150,c9
11-02-2019,153.74,1700.61,86209,626,p151,c13
11-02-2019,13.99,168.5,18847,68,p152,c13
11-02-2019,12.35,84.25,12322,58,p153,c13
11-02-2019,76.53,825.52,46067,317,p154,c13
11-02-2019,37.23,605.01,19417,148,p155,c13
11-02-2019,32.72,273.58,32825,139,p156,c13
11-02-2019,41.81,686.13,31629,159,p157,c13
11-02-2019,143.88,2204.97,107161,513,p158,c2
11-02-2019,2.11,26.99,1643,19,p159,c13
11-02-2019,25.16,776.31,21777,131,p160,c5
11-02-2019,34.39,182.6,19324,121,p161,c14
11-02-2019,58.24,970.49,23133,164,p164,c2
11-02-2019,13.9,208.85,16222,67,p166,c9
11-02-2019,20.85,272.72,26195,84,p167,c9
11-02-2019,8.34,32.18,5066,29,p168,c9
11-02-2019,88.37,819.73,84902,264,p170,c7
11-02-2019,2.52,24.92,3040,17,p171,c13
11-02-2019,68.07,680.09,43989,297,p172,c13
11-02-2019,53.13,728.71,31225,205,p173,c13
11-02-2019,10.9,78.85,8712,56,p174,c13
11-02-2019,9.51,73.32,6291,37,p175,c9
11-02-2019,16.24,109.21,23229,75,p176,c9
11-02-2019,4.56,33.28,3570,20,p177,c9
11-02-2019,0.7,14.95,314,7,p178,c9
11-02-2019,6.35,106.04,4300,22,p179,c5
11-02-2019,22.99,197.15,13053,76,p180,c5
11-02-2019,5.9,41.76,3700,23,p181,c5
11-02-2019,29.56,630.63,27603,109,p182,c15
11-02-2019,1.92,0,1581,11,p183,c12
11-02-2019,0,0,3,0,p184,c15
11-02-2019,19.21,193.56,21155,81,p185,c8
11-02-2019,159.16,1883.85,72459,461,p189,c2
11-02-2019,69.6,1606.66,30618,244,p191,c9
11-02-2019,25.31,924.42,15574,100,p192,c12
11-02-2019,11.87,263.26,8195,36,p193,c13
11-02-2019,0.29,0,553,2,p194,c2
11-02-2019,4.36,0,4275,18,p196,c5
11-02-2019,21.93,147.12,21764,84,p198,c5
11-02-2019,13.62,8.79,7635,38,p199,c14
11-02-2019,42.08,722.21,33134,177,p200,c9
11-02-2019,44.74,665.48,14541,169,p201,c5
11-02-2019,7.56,207.39,10241,29,p202,c14
11-02-2019,90.82,1047.4,122470,344,p203,c11
11-02-2019,18.4,119.94,8083,89,p204,c15
11-02-2019,3.43,44.44,3778,19,p205,c15
11-02-2019,51.72,537.77,27786,181,p207,c13
11-02-2019,51.21,217.58,27446,165,p208,c13
11-02-2019,49.74,320.73,25386,201,p209,c13
11-02-2019,6.5,0,2271,21,p210,c13
11-02-2019,23.24,246.53,8712,71,p212,c14
11-02-2019,0.2,0,289,4,p214,c14
11-02-2019,47.33,417.97,42200,202,p215,c14
11-02-2019,18.66,178.66,12644,79,p217,c5
11-02-2019,29.83,425.92,24564,114,p219,c5
11-02-2019,27.72,280.01,21084,148,p225,c13
11-02-2019,10.48,0,4607,48,p226,c13
11-02-2019,37.09,228.05,34338,157,p227,c13
11-02-2019,52.66,483.3,26775,185,p229,c13
11-02-2019,27.88,236.16,12726,130,p230,c13
11-02-2019,2.52,15.96,3385,10,p231,c1
11-02-2019,1.85,99.59,6862,12,p232,c15
11-02-2019,8.58,39.77,7524,44,p233,c11
11-02-2019,87.4,1740.08,31702,276,p234,c9
11-02-2019,8.77,179.62,7808,38,p236,c9
11-02-2019,2.61,50.06,5823,13,p238,c9
11-02-2019,15.2,107.79,6886,39,p239,c5
11-02-2019,0.41,0,323,1,p240,c12
11-02-2019,0.56,18.13,150,3,p241,c12
11-02-2019,13.93,304.55,7468,50,p243,c13
11-02-2019,15.04,59.97,12090,70,p244,c13
11-02-2019,9.22,68.02,5727,47,p245,c15
11-02-2019,30.24,288.41,14713,81,p246,c13
11-02-2019,50.48,240.28,52964,255,p247,c13
11-02-2019,7.42,0,19308,32,p248,c14
11-02-2019,0.53,0,1601,4,p249,c14
11-02-2019,8.23,102.5,12052,28,p250,c1
11-02-2019,107.83,447.27,184372,358,p251,c7
11-02-2019,201.43,1425.74,121544,735,p252,c3
11-02-2019,8.94,0,11343,18,p253,c1
11-02-2019,51.23,708.35,22665,272,p254,c11
11-02-2019,72.03,924.94,35879,289,p255,c13
11-02-2019,309.1,5313.49,56937,431,p257,c4
11-02-2019,2.41,52.12,8766,10,p258,c14
11-02-2019,116.35,1040.99,95475,389,p259,c12
11-02-2019,30.17,237.02,17041,132,p260,c12
11-02-2019,47.3,560.25,36640,141,p261,c10
11-02-2019,6.1,39.98,5647,35,p262,c13
11-02-2019,34.44,407.45,19589,175,p263,c13
11-02-2019,6.96,128.55,5505,39,p264,c13
11-02-2019,0.15,0,659,1,p266,c9
11-02-2019,34.99,306.5,17962,105,p267,c11
11-02-2019,1.32,24.97,3649,3,p269,c10
11-02-2019,53.83,245.87,22866,163,p270,c14
11-02-2019,4.94,46.97,3444,24,p271,c13
11-02-2019,34.64,129.35,21428,113,p272,c1
11-02-2019,2.67,43.03,3001,9,p273,c14
11-02-2019,19.21,209.89,14449,72,p274,c12
11-02-2019,1.51,39.27,480,5,p275,c8
11-02-2019,5.11,0,4342,18,p276,c1
11-02-2019,35.64,228.92,18790,124,p277,c5
11-02-2019,7.94,69.98,6126,17,p278,c1
11-02-2019,29.55,144.88,6994,67,p279,c5
11-02-2019,11.84,33.98,12346,43,p281,c1
11-02-2019,7.86,29.35,5034,20,p282,c14
11-02-2019,18.1,131.78,18459,59,p283,c11
11-02-2019,6.55,51.76,12951,73,p284,c3
11-02-2019,17.15,124.85,20343,53,p285,c10
11-02-2019,0.74,0,1320,5,p286,c7
11-02-2019,1.6,41.76,1763,11,p287,c8
11-02-2019,0,0,79,0,p288,c12
11-02-2019,79.38,1256.72,48278,249,p289,c14
11-02-2019,0,0,14,0,p290,c12
11-02-2019,115.79,1102.66,71140,430,p291,c11
11-02-2019,2.88,140.61,4669,13,p292,c4
11-02-2019,65.81,418.01,59155,324,p293,c13
11-02-2019,85.08,902.37,25248,252,p294,c15
11-02-2019,6.86,65.47,3091,26,p295,c13
11-02-2019,117.1,1597.03,61771,412,p296,c9
11-02-2019,0,0,265,0,p297,c3
11-02-2019,5.59,22.11,5685,18,p298,c1
11-02-2019,0.05,0,454,1,p299,c10
11-02-2019,7.37,69.95,10452,26,p300,c1
11-02-2019,1.43,51.8,1212,7,p301,c10
11-02-2019,0,0,5985,0,p302,c1
11-02-2019,348.22,3373.9,158199,689,p303,c4
11-02-2019,18.25,377.39,19715,64,p304,c4
11-02-2019,77.78,527.27,40685,347,p305,c15
11-02-2019,0,0,25,0,p306,c8
11-02-2019,60.48,384.53,32697,130,p307,c1
11-02-2019,3.23,16.99,1697,8,p308,c13
11-02-2019,834.75,6713.05,208097,2684,p309,c8
11-02-2019,0.64,0,2320,4,p310,c14
11-02-2019,64.68,580.12,22346,148,p311,c8
11-02-2019,1.16,0,1274,5,p312,c13
11-02-2019,13.74,273.72,12631,38,p313,c9
11-02-2019,0.45,0,668,4,p314,c10
11-02-2019,0.29,0,29,1,p315,c14
11-02-2019,1.76,0,905,8,p316,c9
11-02-2019,0,0,2,0,p317,c4
11-02-2019,46.22,347.09,9861,71,p318,c4
18-02-2019,39.43,494.73,42190,157,p1,c1
18-02-2019,0.02,0,11,1,p2,c1
18-02-2019,470.86,5494.92,114467,1174,p3,c3
18-02-2019,37.03,400.65,20373,106,p4,c1
18-02-2019,45.04,782.64,55143,133,p5,c1
18-02-2019,31.8,493.56,27801,125,p6,c9
18-02-2019,111.14,1272.08,75363,536,p7,c9
18-02-2019,125.83,1083.09,199075,485,p8,c9
18-02-2019,7.82,353.63,11814,38,p9,c8
18-02-2019,130.66,825.38,57934,386,p10,c5
18-02-2019,3.34,100.2,1642,20,p11,c12
18-02-2019,6.9,117.54,3914,41,p12,c5
18-02-2019,42.4,426.57,19368,146,p13,c5
18-02-2019,7.15,48.87,2071,23,p14,c15
18-02-2019,0.36,111.54,500,3,p16,c14
18-02-2019,20.41,339.9,10684,85,p17,c9
18-02-2019,66.12,304.37,55886,171,p18,c7
18-02-2019,4.66,102.05,5719,26,p19,c9
18-02-2019,21.35,150.43,24209,66,p20,c1
18-02-2019,9.89,323.13,10336,53,p21,c5
18-02-2019,0.16,0,182,2,p22,c5
18-02-2019,15.04,357.34,11949,66,p23,c5
18-02-2019,42.55,613.48,37066,169,p24,c5
18-02-2019,28.27,296.38,16961,94,p25,c5
18-02-2019,38.05,268.95,21342,118,p26,c6
18-02-2019,146.55,1816.72,104399,438,p27,c3
18-02-2019,19.22,324.1,13352,80,p28,c15
18-02-2019,14.19,75.66,9038,68,p29,c15
18-02-2019,1.98,53.82,1178,9,p30,c15
18-02-2019,7.12,76.45,7622,36,p31,c15
18-02-2019,10.67,43.77,6163,53,p32,c15
18-02-2019,1.85,0,298,4,p33,c15
18-02-2019,57.06,431.5,41501,184,p34,c5
18-02-2019,17.53,80.26,11863,55,p35,c11
18-02-2019,21.19,455.53,19543,58,p37,c1
18-02-2019,204.52,1066.06,169986,671,p40,c10
18-02-2019,1.16,38.84,1084,6,p41,c1
18-02-2019,5.8,165.89,8930,36,p45,c9
18-02-2019,45.7,445.64,55529,166,p47,c10
18-02-2019,57.58,347.34,40496,223,p49,c12
18-02-2019,30.43,145.81,14333,109,p50,c12
18-02-2019,2,15.29,2337,16,p51,c6
18-02-2019,16.35,414.96,15170,62,p52,c6
18-02-2019,32.56,462.36,19166,106,p53,c5
18-02-2019,9.6,114.63,6727,44,p54,c12
18-02-2019,26.32,173.16,20114,84,p55,c12
18-02-2019,85.9,1131.06,51089,297,p57,c6
18-02-2019,47.29,532.35,42426,138,p58,c6
18-02-2019,46.14,328.47,41377,203,p60,c11
18-02-2019,41.05,1019.99,41864,149,p61,c10
18-02-2019,21.69,24.99,13190,56,p62,c10
18-02-2019,15.87,276.09,15379,51,p63,c1
18-02-2019,12.29,57.9,10641,66,p66,c6
18-02-2019,122.89,1247.57,58253,337,p68,c6
18-02-2019,0,0,0,0,p69,c12
18-02-2019,5.96,99.05,4143,26,p71,c12
18-02-2019,24.01,606.47,24070,104,p72,c5
18-02-2019,485.53,6530.23,396176,1582,p73,c6
18-02-2019,14.73,249.42,19641,43,p74,c6
18-02-2019,8.54,147.27,12205,46,p75,c12
18-02-2019,0.27,16.98,533,2,p76,c12
18-02-2019,0.09,0,316,1,p77,c8
18-02-2019,36.6,300.25,20642,143,p79,c10
18-02-2019,1.22,41.28,1403,9,p80,c9
18-02-2019,48.13,910.35,57643,141,p81,c10
18-02-2019,31.55,108.29,31903,136,p82,c11
18-02-2019,60,382.55,58881,178,p84,c5
18-02-2019,8.3,136.19,10848,27,p85,c5
18-02-2019,10.46,0,5384,36,p88,c9
18-02-2019,3.19,97.31,3753,17,p89,c10
18-02-2019,16.66,157.55,22307,77,p92,c10
18-02-2019,5.21,16.79,4326,18,p93,c9
18-02-2019,27.63,169.11,12699,130,p94,c15
18-02-2019,17.47,101.18,6008,52,p95,c15
18-02-2019,7.69,187.08,2685,20,p97,c9
18-02-2019,143.95,1293.69,124557,555,p98,c9
18-02-2019,49.34,575.62,56724,201,p100,c9
18-02-2019,63.19,545.58,75306,229,p101,c14
18-02-2019,19.5,69.06,21979,84,p102,c15
18-02-2019,22.9,160.59,20569,80,p103,c12
18-02-2019,14.42,451.04,18388,78,p104,c12
18-02-2019,3.54,29.85,1834,10,p105,c12
18-02-2019,0.93,0,889,5,p106,c9
18-02-2019,9.8,19.99,7706,37,p109,c9
18-02-2019,74.16,636.39,70969,318,p110,c8
18-02-2019,37.36,238.61,27177,125,p114,c12
18-02-2019,541.65,7115.87,472962,1858,p115,c2
18-02-2019,225.72,2829.1,90338,757,p116,c15
18-02-2019,11.02,168.13,6565,54,p117,c9
18-02-2019,5.11,86.03,3233,33,p118,c11
18-02-2019,25.11,130.21,30724,109,p120,c12
18-02-2019,10.57,244.23,6214,52,p121,c5
18-02-2019,20.96,0,21029,58,p122,c10
18-02-2019,43.56,343.68,28741,135,p123,c14
18-02-2019,48.83,277.41,63598,164,p125,c13
18-02-2019,11.41,116.94,5509,30,p126,c15
18-02-2019,251.83,2233.23,165796,955,p127,c15
18-02-2019,39.92,220.37,23108,121,p129,c13
18-02-2019,70.59,288.83,36298,236,p130,c13
18-02-2019,20.78,306.96,14108,78,p131,c12
18-02-2019,2.4,32.37,1026,16,p132,c9
18-02-2019,26.9,419.37,34972,124,p135,c9
18-02-2019,3.07,49.84,10198,20,p136,c7
18-02-2019,9.59,115.59,3385,20,p139,c9
18-02-2019,2.97,106.47,753,27,p140,c15
18-02-2019,87.9,957.89,58146,371,p142,c15
18-02-2019,0,0,54,0,p143,c8
18-02-2019,13.83,425.91,10133,72,p144,c8
18-02-2019,30.32,132.74,15582,78,p145,c15
18-02-2019,5.77,74.24,5903,25,p146,c14
18-02-2019,23.65,238.55,23886,63,p147,c9
18-02-2019,39.37,425.93,27150,126,p148,c9
18-02-2019,12.48,42.9,18304,49,p149,c13
18-02-2019,15.07,230.55,17708,80,p150,c9
18-02-2019,210.43,1237.29,135164,930,p151,c13
18-02-2019,20.32,169.25,34287,92,p152,c13
18-02-2019,18.83,306.79,18487,93,p153,c13
18-02-2019,87.76,491.81,56210,383,p154,c13
18-02-2019,56.85,491.37,30993,209,p155,c13
18-02-2019,45.48,516.32,36654,189,p156,c13
18-02-2019,70.46,539.31,44634,277,p157,c13
18-02-2019,262.79,4020.36,188957,856,p158,c2
18-02-2019,2.03,0,2607,16,p159,c13
18-02-2019,25.06,550.29,23717,138,p160,c5
18-02-2019,33.69,344.35,19407,117,p161,c14
18-02-2019,3.8,362.53,7762,26,p163,c2
18-02-2019,40.87,428.36,26079,116,p164,c2
18-02-2019,15.83,240.05,22870,79,p166,c9
18-02-2019,22.86,289.41,34071,100,p167,c9
18-02-2019,5.01,74,4134,16,p168,c9
18-02-2019,69.29,624.45,74162,208,p170,c7
18-02-2019,5.91,151.43,2625,19,p171,c13
18-02-2019,53.61,577.53,32891,244,p172,c13
18-02-2019,66.28,381.92,52734,297,p173,c13
18-02-2019,16.33,93.45,14821,82,p174,c13
18-02-2019,8.81,208.89,6650,33,p175,c9
18-02-2019,22.16,111.26,25466,102,p176,c9
18-02-2019,3.62,44.85,4558,17,p177,c9
18-02-2019,0.74,0,195,6,p178,c9
18-02-2019,5.13,79.23,2976,22,p179,c5
18-02-2019,31.5,364.79,9966,115,p180,c5
18-02-2019,6.6,78.4,2816,25,p181,c5
18-02-2019,27.67,487.51,31421,101,p182,c15
18-02-2019,2.55,0,1480,8,p183,c12
18-02-2019,30.34,557.15,21440,107,p185,c8
18-02-2019,70.23,956.5,53628,243,p189,c2
18-02-2019,60.81,932.39,26508,196,p191,c9
18-02-2019,21.3,722.69,13595,86,p192,c12
18-02-2019,20.12,183.6,9465,72,p193,c13
18-02-2019,0.22,56.99,404,2,p194,c2
18-02-2019,3.42,89.65,2753,10,p196,c5
18-02-2019,23.12,295.02,25050,88,p198,c5
18-02-2019,22.3,420.04,12824,72,p199,c14
18-02-2019,38.62,995.42,30755,152,p200,c9
18-02-2019,39.8,348.26,11875,178,p201,c5
18-02-2019,1.88,0,2649,8,p202,c14
18-02-2019,83.3,1090.03,127086,312,p203,c11
18-02-2019,24.1,81.08,14022,111,p204,c15
18-02-2019,3.43,15.95,3437,22,p205,c15
18-02-2019,70.88,850.07,33924,275,p207,c13
18-02-2019,62.08,274.72,41357,208,p208,c13
18-02-2019,52.93,579.77,36295,247,p209,c13
18-02-2019,1.11,0,1669,4,p210,c13
18-02-2019,21.07,208.69,10879,70,p212,c14
18-02-2019,1.54,13.57,2902,14,p214,c14
18-02-2019,85.32,1213.95,42984,324,p215,c14
18-02-2019,14.8,139.89,10463,68,p217,c5
18-02-2019,34.13,468.83,21190,149,p219,c5
18-02-2019,38.69,355.47,31798,193,p225,c13
18-02-2019,54.04,359.02,27179,243,p226,c13
18-02-2019,41.81,587.61,54526,193,p227,c13
18-02-2019,58.64,352.45,45305,200,p229,c13
18-02-2019,48.53,588.03,20405,219,p230,c13
18-02-2019,14.16,274.81,19930,54,p231,c1
18-02-2019,4.13,0,6832,23,p232,c15
18-02-2019,9.83,0,9050,47,p233,c11
18-02-2019,92.55,896.91,27902,301,p234,c9
18-02-2019,7.36,163.94,6501,39,p236,c9
18-02-2019,5.44,132.99,5006,42,p238,c9
18-02-2019,10.95,59.51,9416,31,p239,c5
18-02-2019,0.02,0,297,1,p240,c12
18-02-2019,0.35,5.89,174,2,p241,c12
18-02-2019,23.27,98.29,12450,91,p243,c13
18-02-2019,29.31,539.88,15244,142,p244,c13
18-02-2019,11.73,184.88,8900,63,p245,c15
18-02-2019,30.28,188,19519,98,p246,c13
18-02-2019,53.16,196.23,46930,251,p247,c13
18-02-2019,8.55,9.49,13658,30,p248,c14
18-02-2019,0.2,0,1324,2,p249,c14
18-02-2019,7.87,109.48,11512,22,p250,c1
18-02-2019,58.54,564.64,77661,204,p251,c7
18-02-2019,112.69,1200.61,83483,487,p252,c3
18-02-2019,9.1,55.66,12286,22,p253,c1
18-02-2019,96.46,757.69,54789,497,p254,c11
18-02-2019,87.76,453.26,58004,398,p255,c13
18-02-2019,337.34,9155.71,56111,500,p257,c4
18-02-2019,1.58,0,5454,5,p258,c14
18-02-2019,121.07,768.52,118541,426,p259,c12
18-02-2019,11.79,398.47,11075,50,p260,c12
18-02-2019,51.01,108.54,42350,145,p261,c10
18-02-2019,7.2,0,7290,41,p262,c13
18-02-2019,34.47,155.08,24708,190,p263,c13
18-02-2019,5.52,124.68,5346,29,p264,c13
18-02-2019,0.34,0,688,2,p266,c9
18-02-2019,37.28,420.05,31383,131,p267,c11
18-02-2019,4.05,93.81,2666,14,p269,c10
18-02-2019,50.85,274.79,23565,160,p270,c14
18-02-2019,4.69,29.98,7074,25,p271,c13
18-02-2019,41.79,435.38,25612,130,p272,c1
18-02-2019,6.14,0,5809,28,p273,c14
18-02-2019,20.77,847.53,15689,72,p274,c12
18-02-2019,0.34,0,323,1,p275,c8
18-02-2019,2.1,31.34,2701,11,p276,c1
18-02-2019,20.6,37.45,14381,80,p277,c5
18-02-2019,6.51,90.97,4699,25,p278,c1
18-02-2019,5.71,18.35,2327,21,p279,c5
18-02-2019,7.82,176.01,11338,36,p281,c1
18-02-2019,9.74,0,6339,28,p282,c14
18-02-2019,17.88,191.14,14704,62,p283,c11
18-02-2019,5.23,35.11,11517,61,p284,c3
18-02-2019,15.67,90.64,17811,42,p285,c10
18-02-2019,1.88,12.99,1910,15,p287,c8
18-02-2019,0,0,76,0,p288,c12
18-02-2019,81.6,548.67,80153,254,p289,c14
18-02-2019,0,0,23,0,p290,c12
18-02-2019,135.57,1585.19,106792,575,p291,c11
18-02-2019,6.56,307.93,4282,24,p292,c4
18-02-2019,69.97,625.74,79678,345,p293,c13
18-02-2019,113.26,893.91,41358,325,p294,c15
18-02-2019,6.95,0,5495,28,p295,c13
18-02-2019,134.63,1452.23,65693,461,p296,c9
18-02-2019,0.98,0,832,2,p297,c3
18-02-2019,3.47,108.5,4744,16,p298,c1
18-02-2019,0,0,456,0,p299,c10
18-02-2019,6.39,41.97,8115,27,p300,c1
18-02-2019,1.14,0,755,9,p301,c10
18-02-2019,0,0,5071,0,p302,c1
18-02-2019,439.11,9607.31,192944,995,p303,c4
18-02-2019,11.03,328.92,14013,43,p304,c4
18-02-2019,67.39,651.13,34129,320,p305,c15
18-02-2019,0,0,4,0,p306,c8
18-02-2019,47.91,805.5,28354,110,p307,c1
18-02-2019,2.83,0,1601,7,p308,c13
18-02-2019,971.37,7013.16,350775,3035,p309,c8
18-02-2019,0.92,0,2234,7,p310,c14
18-02-2019,82.7,657.81,44039,210,p311,c8
18-02-2019,5.99,0,2002,18,p312,c13
18-02-2019,15.22,70.32,14268,51,p313,c9
18-02-2019,2.75,74.99,706,13,p314,c10
18-02-2019,0.45,0,657,2,p315,c14
18-02-2019,0.44,119.94,617,4,p316,c9
18-02-2019,0,0,0,0,p317,c4
18-02-2019,39.91,329.89,14133,70,p318,c4
25-02-2019,32.35,564.22,36505,123,p1,c1
25-02-2019,0,0,5,0,p2,c1
25-02-2019,328.6,3959.35,68300,766,p3,c3
25-02-2019,24.03,291.08,21247,74,p4,c1
25-02-2019,30.7,570.43,57670,92,p5,c1
25-02-2019,27.65,117.6,26687,105,p6,c9
25-02-2019,115.18,1230.98,73524,458,p7,c9
25-02-2019,107.67,999.32,177300,417,p8,c9
25-02-2019,9.51,88.17,13056,45,p9,c8
25-02-2019,142.94,832.41,72918,445,p10,c5
25-02-2019,5.67,284.82,2986,32,p11,c12
25-02-2019,10.44,343.61,4507,43,p12,c5
25-02-2019,6.78,169.75,3475,24,p13,c5
25-02-2019,4.43,8.62,1796,20,p14,c15
25-02-2019,0.41,29,374,3,p16,c14
25-02-2019,17.75,122.25,10786,68,p17,c9
25-02-2019,45.65,212.91,49815,125,p18,c7
25-02-2019,14.97,100.48,5974,61,p19,c9
25-02-2019,18.12,147.34,22699,49,p20,c1
25-02-2019,12.55,458.07,10469,64,p21,c5
25-02-2019,1.69,50.43,1433,8,p22,c5
25-02-2019,12.38,97.07,9833,53,p23,c5
25-02-2019,41.76,470.57,34539,169,p24,c5
25-02-2019,27.54,267.95,15818,102,p25,c5
25-02-2019,24.11,322.73,14580,83,p26,c6
25-02-2019,143.61,2333.42,106948,419,p27,c3
25-02-2019,25.74,173.8,15419,86,p28,c15
25-02-2019,10.12,41,7377,52,p29,c15
25-02-2019,2.12,64.95,759,7,p30,c15
25-02-2019,6.23,160.7,4739,25,p31,c15
25-02-2019,9.4,37.98,4940,43,p32,c15
25-02-2019,0,0,521,0,p33,c15
25-02-2019,52.96,822.91,29308,177,p34,c5
25-02-2019,17.84,125.33,10689,65,p35,c11
25-02-2019,12.14,147.49,11418,37,p37,c1
25-02-2019,185.75,1475.51,153918,610,p40,c10
25-02-2019,0.95,0,861,7,p41,c1
25-02-2019,7.98,328.82,10393,52,p45,c9
25-02-2019,51.89,347.85,57203,183,p47,c10
25-02-2019,64.07,639.65,46195,231,p49,c12
25-02-2019,36.63,377.76,20810,138,p50,c12
25-02-2019,1.96,301.69,2281,17,p51,c6
25-02-2019,18.3,143.09,16141,71,p52,c6
25-02-2019,19.82,309.71,18386,72,p53,c5
25-02-2019,5.57,78.71,5396,29,p54,c12
25-02-2019,31.93,156.96,19799,102,p55,c12
25-02-2019,93.86,1226.77,49386,337,p57,c6
25-02-2019,37.62,848.66,31776,116,p58,c6
25-02-2019,22.79,684.55,24724,92,p60,c11
25-02-2019,42.59,742.45,34760,153,p61,c10
25-02-2019,14.98,49.56,8682,41,p62,c10
25-02-2019,17.17,295.65,16248,56,p63,c1
25-02-2019,12.56,171.32,8477,70,p66,c6
25-02-2019,96.28,940.21,49297,290,p68,c6
25-02-2019,4.34,67.03,3076,15,p69,c12
25-02-2019,7.61,42.62,3564,34,p71,c12
25-02-2019,23.83,294.94,27736,93,p72,c5
25-02-2019,433.2,5423.48,337113,1425,p73,c6
25-02-2019,6.88,0,9395,19,p74,c6
25-02-2019,7.37,112.81,10668,35,p75,c12
25-02-2019,0.17,0,511,2,p76,c12
25-02-2019,1.14,19.98,2165,12,p77,c8
25-02-2019,37.72,375.39,22813,159,p79,c10
25-02-2019,0.3,45.99,1125,5,p80,c9
25-02-2019,35.6,507.41,51320,108,p81,c10
25-02-2019,22.77,265.31,34050,101,p82,c11
25-02-2019,54.36,327.22,58380,162,p84,c5
25-02-2019,6.63,130.18,8338,23,p85,c5
25-02-2019,7.43,75.93,4100,27,p88,c9
25-02-2019,2.88,29.99,5210,15,p89,c10
25-02-2019,15.24,87.32,15609,62,p92,c10
25-02-2019,4.14,15.19,4717,10,p93,c9
25-02-2019,26.25,413.13,16237,127,p94,c15
25-02-2019,17.18,232.33,6880,65,p95,c15
25-02-2019,9.28,59.81,3136,25,p97,c9
25-02-2019,146.59,1229.79,126264,562,p98,c9
25-02-2019,38.39,582.84,38312,159,p100,c9
25-02-2019,53.97,462.55,62053,188,p101,c14
25-02-2019,169.62,2540.27,155650,718,p102,c15
25-02-2019,21.19,395.96,13066,69,p103,c12
25-02-2019,14.96,344.21,14893,80,p104,c12
25-02-2019,4.24,17.15,1397,12,p105,c12
25-02-2019,0,0,518,0,p106,c9
25-02-2019,4.96,19.99,6507,26,p109,c9
25-02-2019,65.25,452.06,77277,269,p110,c8
25-02-2019,28.87,134.2,24071,80,p114,c12
25-02-2019,475.34,7031.1,438869,1749,p115,c2
25-02-2019,226.31,1894.02,98902,744,p116,c15
25-02-2019,8.37,108.78,9227,42,p117,c9
25-02-2019,6.64,91.91,3785,35,p118,c11
25-02-2019,31.64,217.3,27047,114,p120,c12
25-02-2019,7.6,215.08,5180,31,p121,c5
25-02-2019,11.8,134.88,17370,46,p122,c10
25-02-2019,34.16,488.59,22594,108,p123,c14
25-02-2019,56.14,545.19,48977,177,p125,c13
25-02-2019,12.7,35.4,6240,33,p126,c15
25-02-2019,236.13,1865.61,164836,889,p127,c15
25-02-2019,2.04,0,1679,7,p129,c13
25-02-2019,59.17,472.86,42056,212,p130,c13
