Date,Units,Revenue,Inventory_Amount,Inventory_Units,Price,PID,CID
15-04-2019,96,2223.44,963,,23.16083333,p191,c9
15-04-2019,186,4559.42,939,,24.51301075,p192,c12
15-04-2019,8,462.32,23,,57.79,p193,c13
15-04-2019,0,0,17,,,p194,c2
15-04-2019,5,39.95,83,,7.99,p196,c5
15-04-2019,6,78.96,106,,13.16,p198,c5
15-04-2019,10,87.9,116,,8.79,p199,c14
15-04-2019,117,1169.52,1320,,9.995897436,p200,c9
15-04-2019,19,395.77,257,,20.83,p201,c5
15-04-2019,3,41.97,160,,13.99,p202,c14
15-04-2019,151,1947.9,122,,12.9,p203,c11
15-04-2019,126,2079,2958,,16.5,p204,c15
15-04-2019,25,441.44,211,,17.6576,p207,c13
15-04-2019,8,113.52,86,,14.19,p208,c13
15-04-2019,18,323.82,374,,17.99,p209,c13
15-04-2019,5,68.45,193,,13.69,p210,c13
15-04-2019,2,247.98,9,,123.99,p212,c14
15-04-2019,5,67.85,19,,13.57,p214,c14
15-04-2019,102,1583.25,1005,,15.52205882,p215,c14
15-04-2019,9,206.91,177,,22.99,p217,c5
15-04-2019,20,373.55,302,,18.6775,p219,c5
15-04-2019,68,1282.76,6321,,18.86411765,p224,c1
15-04-2019,38,854.62,416,,22.49,p225,c13
15-04-2019,22,373.78,234,,16.99,p226,c13
15-04-2019,29,650.29,412,,22.4237931,p227,c13
15-04-2019,30,748.54,311,,24.95133333,p229,c13
15-04-2019,43,977.39,192,,22.73,p230,c13
15-04-2019,39,1349.79,115,,34.61,p231,c1
15-04-2019,2,39.9,29,,19.95,p232,c15
15-04-2019,27,403.65,,,14.95,p233,c11
15-04-2019,55,1119.76,951,,20.35927273,p234,c9
15-04-2019,0,0,7,,,p236,c9
15-04-2019,1,20.09,13,,20.09,p238,c9
15-04-2019,10,99.9,101,,9.99,p239,c5
15-04-2019,5,90.65,39,,18.13,p241,c12
15-04-2019,19,474.81,175,,24.99,p243,c13
15-04-2019,37,739.63,140,,19.99,p244,c13
15-04-2019,7,117.11,94,,16.73,p245,c15
15-04-2019,17,302.6,0,,17.8,p246,c13
15-04-2019,244,4487.16,885,,18.39,p247,c13
15-04-2019,120,1150.69,4366,,9.589083333,p248,c14
15-04-2019,3,55.02,37,,18.34,p249,c14
15-04-2019,1,28.68,,,28.68,p250,c1
15-04-2019,34,1070.32,191,,31.48,p251,c7
15-04-2019,153,4276.35,6415,,27.95,p252,c3
15-04-2019,2,70.74,,,35.37,p253,c1
15-04-2019,11,302.72,46,,27.52,p254,c11
15-04-2019,27,704.88,187,,26.10666667,p255,c13
15-04-2019,240,9799.45,5456,,40.83104167,p257,c4
15-04-2019,22,263.78,50,,11.99,p258,c14
15-04-2019,55,1420.53,566,,25.82781818,p259,c12
15-04-2019,25,367.25,244,,14.69,p260,c12
15-04-2019,16,445.44,88,,27.84,p261,c10
15-04-2019,7,102.76,48,,14.68,p262,c13
15-04-2019,295,5012.05,714,,16.99,p263,c13
15-04-2019,8,163.92,44,,20.49,p264,c13
15-04-2019,2,35.12,95,,17.56,p266,c9
15-04-2019,42,817.98,389,,19.47571429,p267,c11
15-04-2019,179,3757.21,1157,,20.99,p268,c4
15-04-2019,12,335.88,95,,27.99,p269,c10
15-04-2019,45,854.55,495,,18.99,p270,c14
15-04-2019,11,164.89,19,,14.99,p271,c13
15-04-2019,11,225.4,339,,20.49090909,p272,c1
15-04-2019,1,20.49,75,,20.49,p273,c14
15-04-2019,30,639,492,,21.3,p274,c12
15-04-2019,5,65.45,8,,13.09,p275,c8
15-04-2019,5,132.47,20,,26.494,p276,c1
15-04-2019,25,481.5,67,,19.26,p277,c5
15-04-2019,2,66,64,,33,p278,c1
15-04-2019,161,2998.95,6,,18.62701863,p279,c5
15-04-2019,26,883.77,331,,33.99115385,p281,c1
15-04-2019,14,273.26,681,,19.51857143,p283,c11
15-04-2019,27,698.76,305,,25.88,p284,c3
15-04-2019,27,652.8,542,,24.17777778,p285,c10
15-04-2019,60,1199.4,765,,19.99,p286,c7
15-04-2019,11,84.51,287,,7.682727273,p287,c8
15-04-2019,11,210.69,34,,19.15363636,p288,c12
15-04-2019,34,1589.47,967,,46.74911765,p289,c14
15-04-2019,12,105.48,256,,8.79,p290,c12
15-04-2019,115,2223.17,463,,19.33191304,p291,c11
15-04-2019,6,158.94,204,,26.49,p292,c4
15-04-2019,21,348.39,238,,16.59,p293,c13
15-04-2019,70,1152.3,429,,16.46142857,p294,c15
15-04-2019,9,179.91,53,,19.99,p295,c13
15-04-2019,394,5111.32,2518,,12.9728934,p296,c9
15-04-2019,1,35.24,18,,35.24,p297,c3
15-04-2019,1,14.99,,,14.99,p298,c1
15-04-2019,3,51.82,42,,17.27333333,p299,c10
15-04-2019,6,83.94,,,13.99,p300,c1
15-04-2019,1,19.59,15,,19.59,p301,c10
15-04-2019,0,0,0,,,p302,c1
15-04-2019,318,16764.84,4264,,52.71962264,p303,c4
15-04-2019,67,3014.52,426,,44.99283582,p304,c4
15-04-2019,79,1430.17,1420,,18.10341772,p305,c15
15-04-2019,0,0,,,,p306,c8
15-04-2019,66,2641.11,567,,40.01681818,p307,c1
15-04-2019,7,98.49,36,,14.07,p308,c13
15-04-2019,2491,37340.74,9526,,14.99026094,p309,c8
15-04-2019,1,19.99,59,,19.99,p310,c14
15-04-2019,70,896.72,1837,,12.81028571,p311,c8
15-04-2019,4,56.8,31,,14.2,p312,c13
15-04-2019,4,73.72,88,,18.43,p313,c9
15-04-2019,8,205.02,56,,25.6275,p314,c10
15-04-2019,2,14.97,1109,,7.485,p315,c14
15-04-2019,2,39.98,88,,19.99,p316,c9
15-04-2019,4,600.32,24,,150.08,p317,c4
15-04-2019,61,1156.05,3,,18.95163934,p318,c4
22-04-2019,228,4421.1,2626,,19.39078947,p1,c1
22-04-2019,5,164.5,87,,32.9,p2,c1
22-04-2019,337,10104.02,1628,,29.98225519,p3,c3
22-04-2019,7,279.93,4323,,39.99,p5,c1
22-04-2019,6,112.14,139,,18.69,p6,c9
22-04-2019,187,2816.36,2442,,15.06074866,p7,c9
22-04-2019,164,2435.4,848,,14.85,p8,c9
22-04-2019,12,345.08,188,,28.75666667,p9,c8
22-04-2019,470,2769.04,8962,,5.891574468,p10,c5
22-04-2019,75,1579.5,710,,21.06,p11,c12
22-04-2019,36,702,215,,19.5,p12,c5
22-04-2019,53,725.57,303,,13.69,p13,c5
22-04-2019,22,191.01,34,,8.682272727,p14,c15
22-04-2019,5,145,26,,29,p16,c14
22-04-2019,25,590.45,127,,23.618,p17,c9
22-04-2019,19,569.81,4984,,29.99,p18,c7
22-04-2019,10,390.78,81,,39.078,p19,c9
22-04-2019,9,394.93,75,,43.88111111,p20,c1
22-04-2019,89,1672.46,770,,18.79168539,p21,c5
22-04-2019,44,756.36,472,,17.19,p23,c5
22-04-2019,57,1072.17,413,,18.81,p24,c5
22-04-2019,9,154.71,655,,17.19,p25,c5
22-04-2019,10,181.9,295,,18.19,p26,c6
22-04-2019,107,3965.03,102,,37.05635514,p27,c3
22-04-2019,2,40.49,76,,20.245,p28,c15
22-04-2019,3,38.97,167,,12.99,p30,c15
22-04-2019,13,129.87,227,,9.99,p31,c15
22-04-2019,3,177.18,22,,59.06,p32,c15
22-04-2019,170,2548.3,1527,,14.99,p34,c5
22-04-2019,9,188.91,115,,20.99,p35,c11
22-04-2019,5,210.51,85,,42.102,p37,c1
22-04-2019,109,2736.99,517,,25.11,p40,c10
22-04-2019,4,155.36,76,,38.84,p41,c1
22-04-2019,44,619.08,260,,14.07,p45,c9
22-04-2019,39,1169.61,425,,29.99,p47,c10
22-04-2019,71,709.29,764,,9.99,p49,c12
22-04-2019,13,240.37,74,,18.49,p50,c12
22-04-2019,46,689.08,460,,14.98,p51,c6
22-04-2019,11,296.56,66,,26.96,p52,c6
22-04-2019,62,1085.8,901,,17.51290323,p53,c5
22-04-2019,14,306.66,109,,21.90428571,p54,c12
22-04-2019,15,220.35,219,,14.69,p55,c12
22-04-2019,1,79.43,1,,79.43,p56,c6
22-04-2019,174,2041.02,765,,11.73,p57,c6
22-04-2019,17,707.54,223,,41.62,p58,c6
22-04-2019,41,786.79,522,,19.19,p60,c11
22-04-2019,13,374.57,637,,28.81307692,p61,c10
22-04-2019,10,257.3,149,,25.73,p62,c10
22-04-2019,9,409.41,140,,45.49,p63,c1
22-04-2019,38,805.09,251,,21.18657895,p66,c6
22-04-2019,38,620.47,1003,,16.32815789,p68,c6
22-04-2019,12,238.44,59,,19.87,p69,c12
22-04-2019,16,319.84,221,,19.99,p71,c12
22-04-2019,20,367,614,,18.35,p72,c5
22-04-2019,663,8057.73,7689,,12.15343891,p73,c6
22-04-2019,13,1097.06,83,,84.38923077,p74,c6
22-04-2019,2,74.98,28,,37.49,p75,c12
22-04-2019,22,131.78,301,,5.99,p76,c12
22-04-2019,25,826.15,322,,33.046,p79,c10
22-04-2019,3,137.67,11,,45.89,p80,c9
22-04-2019,43,1074.57,996,,24.99,p81,c10
22-04-2019,24,643.2,217,,26.8,p82,c11
22-04-2019,78,779.22,1476,,9.99,p84,c5
22-04-2019,1,32.85,24,,32.85,p88,c9
22-04-2019,6,152.88,213,,25.48,p89,c10
22-04-2019,30,794.7,1446,,26.49,p92,c10
22-04-2019,2,36.2,4,,18.1,p93,c9
22-04-2019,32,1128.64,146,,35.27,p94,c15
22-04-2019,18,863.82,34,,47.99,p95,c15
22-04-2019,74,724.06,876,,9.784594595,p97,c9
22-04-2019,66,1309.08,437,,19.83454545,p98,c9
22-04-2019,34,618.8,381,,18.2,p100,c9
22-04-2019,190,3988.1,2349,,20.99,p101,c14
22-04-2019,10,376.05,108,,37.605,p103,c12
22-04-2019,111,1256.88,593,,11.32324324,p104,c12
22-04-2019,23,256.68,360,,11.16,p105,c12
22-04-2019,5,173.45,24,,34.69,p106,c9
22-04-2019,1,19.92,60,,19.92,p109,c9
22-04-2019,29,594.21,101,,20.49,p110,c8
22-04-2019,24,479.76,871,,19.99,p113,c10
22-04-2019,1067,13651.66,5616,,12.79443299,p115,c2
22-04-2019,0,0,,,,p116,c15
22-04-2019,39,388.09,498,,9.951025641,p118,c11
22-04-2019,50,747.67,598,,14.9534,p120,c12
22-04-2019,4,72.76,76,,18.19,p121,c5
22-04-2019,8,257.36,3,,32.17,p122,c10
22-04-2019,21,523.95,345,,24.95,p123,c14
22-04-2019,39,701.61,415,,17.99,p125,c13
22-04-2019,4,93.96,19,,23.49,p126,c15
22-04-2019,181,5169.37,515,,28.56005525,p127,c15
22-04-2019,53,1191.44,417,,22.48,p129,c13
22-04-2019,208,3533.92,644,,16.99,p130,c13
22-04-2019,20,360,332,,18,p131,c12
22-04-2019,21,255.99,310,,12.19,p132,c9
22-04-2019,162,1619.67,1430,,9.997962963,p135,c9
22-04-2019,20,357.8,380,,17.89,p136,c7
22-04-2019,37,369.19,399,,9.978108108,p138,c9
22-04-2019,54,539.35,748,,9.987962963,p139,c9
22-04-2019,5,111.95,314,,22.39,p140,c15
22-04-2019,164,2950.36,5635,,17.99,p142,c15
22-04-2019,4,81.96,6,,20.49,p143,c8
22-04-2019,43,497.2,711,,11.5627907,p144,c8
22-04-2019,4,103.96,22,,25.99,p145,c15
22-04-2019,3,28.77,30,,9.59,p146,c14
22-04-2019,17,339.37,317,,19.96294118,p147,c9
22-04-2019,22,438.9,383,,19.95,p148,c9
22-04-2019,8,143.12,66,,17.89,p149,c13
22-04-2019,31,380.99,428,,12.29,p150,c9
22-04-2019,80,882.99,268,,11.037375,p151,c13
22-04-2019,32,447.68,387,,13.99,p152,c13
22-04-2019,33,745.47,158,,22.59,p153,c13
22-04-2019,39,701.61,379,,17.99,p154,c13
22-04-2019,14,223.86,196,,15.99,p155,c13
22-04-2019,90,1466.1,289,,16.29,p156,c13
22-04-2019,50,1498,139,,29.96,p157,c13
22-04-2019,391,6525.79,3419,,16.69,p158,c2
22-04-2019,13,326.27,52,,25.09769231,p159,c13
22-04-2019,143,1929.07,854,,13.49,p160,c5
22-04-2019,19,575.86,321,,30.30842105,p161,c14
22-04-2019,34,1568.7,322,,46.13823529,p163,c2
22-04-2019,3,206.97,62,,68.99,p164,c2
22-04-2019,18,211.79,473,,11.76611111,p166,c9
22-04-2019,7,141.54,335,,20.22,p167,c9
22-04-2019,24,455.76,290,,18.99,p168,c9
22-04-2019,27,809.73,4948,,29.99,p170,c7
22-04-2019,9,224.55,315,,24.95,p171,c13
22-04-2019,19,512.43,202,,26.97,p172,c13
22-04-2019,63,1353.87,475,,21.49,p173,c13
22-04-2019,6,143.94,88,,23.99,p174,c13
22-04-2019,51,762.04,1228,,14.94196078,p175,c9
22-04-2019,5,63.55,18,,12.71,p177,c9
22-04-2019,7,95.27,121,,13.61,p178,c9
22-04-2019,0,0,0,,,p180,c5
22-04-2019,9,188.91,101,,20.99,p181,c5
22-04-2019,4,71.56,47,,17.89,p183,c12
22-04-2019,47,610.53,576,,12.99,p185,c8
22-04-2019,173,2762.81,839,,15.97,p189,c2
22-04-2019,93,2148.93,975,,23.10677419,p191,c9
22-04-2019,170,4166.14,882,,24.50670588,p192,c12
22-04-2019,7,404.53,25,,57.79,p193,c13
22-04-2019,1,56.99,31,,56.99,p194,c2
22-04-2019,3,23.97,77,,7.99,p196,c5
22-04-2019,8,105.28,99,,13.16,p198,c5
22-04-2019,10,87.9,100,,8.79,p199,c14
22-04-2019,101,1010.31,1203,,10.00306931,p200,c9
22-04-2019,27,559.67,325,,20.72851852,p201,c5
22-04-2019,10,139.9,162,,13.99,p202,c14
22-04-2019,78,1006.2,15,,12.9,p203,c11
22-04-2019,117,1930.5,2816,,16.5,p204,c15
22-04-2019,11,151.58,75,,13.78,p205,c15
22-04-2019,18,320.76,187,,17.82,p207,c13
22-04-2019,4,56.76,80,,14.19,p208,c13
22-04-2019,7,125.93,358,,17.99,p209,c13
22-04-2019,2,27.38,188,,13.69,p210,c13
22-04-2019,2,247.98,7,,123.99,p212,c14
22-04-2019,2,27.18,11,,13.59,p214,c14
22-04-2019,112,1738.24,899,,15.52,p215,c14
22-04-2019,5,114.95,168,,22.99,p217,c5
22-04-2019,20,372.95,294,,18.6475,p219,c5
22-04-2019,15,286.03,6254,,19.06866667,p224,c1
22-04-2019,26,584.74,412,,22.49,p225,c13
22-04-2019,12,203.88,258,,16.99,p226,c13
22-04-2019,17,379.95,383,,22.35,p227,c13
22-04-2019,15,374.47,283,,24.96466667,p229,c13
22-04-2019,22,500.06,145,,22.73,p230,c13
22-04-2019,28,987.35,77,,35.2625,p231,c1
22-04-2019,5,99.75,27,,19.95,p232,c15
22-04-2019,1,14.95,,,14.95,p233,c11
22-04-2019,91,1887.71,836,,20.74406593,p234,c9
22-04-2019,0,0,7,,,p236,c9
22-04-2019,4,80.36,12,,20.09,p238,c9
22-04-2019,15,148.92,80,,9.928,p239,c5
22-04-2019,8,145.04,32,,18.13,p241,c12
22-04-2019,14,349.86,152,,24.99,p243,c13
22-04-2019,27,539.73,102,,19.99,p244,c13
22-04-2019,7,117.11,78,,16.73,p245,c15
22-04-2019,9,160.2,0,,17.8,p246,c13
22-04-2019,221,4064.19,670,,18.39,p247,c13
22-04-2019,52,497.44,4235,,9.566153846,p248,c14
22-04-2019,1,17.87,34,,17.87,p249,c14
22-04-2019,1,28.68,,,28.68,p250,c1
22-04-2019,24,755.52,196,,31.48,p251,c7
22-04-2019,124,3465.8,6248,,27.95,p252,c3
22-04-2019,0,0,,,,p253,c1
22-04-2019,8,220.15,37,,27.51875,p254,c11
22-04-2019,22,593.93,159,,26.99681818,p255,c13
22-04-2019,254,10177.88,5225,,40.0703937,p257,c4
22-04-2019,8,95.92,35,,11.99,p258,c14
22-04-2019,61,1574.13,522,,25.80540984,p259,c12
22-04-2019,33,484.77,335,,14.69,p260,c12
22-04-2019,7,194.88,137,,27.84,p261,c10
22-04-2019,6,88.08,39,,14.68,p262,c13
22-04-2019,178,3024.22,857,,16.99,p263,c13
22-04-2019,1,20.49,42,,20.49,p264,c13
22-04-2019,5,87.8,92,,17.56,p266,c9
22-04-2019,36,705.24,369,,19.59,p267,c11
22-04-2019,159,3337.41,1234,,20.99,p268,c4
22-04-2019,8,223.92,83,,27.99,p269,c10
22-04-2019,45,854.55,456,,18.99,p270,c14
22-04-2019,2,29.98,22,,14.99,p271,c13
22-04-2019,19,387.16,327,,20.37684211,p272,c1
22-04-2019,0,0,74,,,p273,c14
22-04-2019,28,596.4,458,,21.3,p274,c12
22-04-2019,5,65.45,27,,13.09,p275,c8
22-04-2019,2,53.54,17,,26.77,p276,c1
22-04-2019,19,366.11,41,,19.26894737,p277,c5
22-04-2019,2,66,62,,33,p278,c1
22-04-2019,133,2478.06,9,,18.63203008,p279,c5
22-04-2019,33,1121.34,304,,33.98,p281,c1
22-04-2019,0,0,4,,,p282,c14
22-04-2019,19,376.51,666,,19.81631579,p283,c11
22-04-2019,10,258.8,280,,25.88,p284,c3
22-04-2019,23,550.86,515,,23.95043478,p285,c10
22-04-2019,75,1499.25,829,,19.99,p286,c7
22-04-2019,13,98.31,272,,7.562307692,p287,c8
22-04-2019,7,133.85,46,,19.12142857,p288,c12
22-04-2019,22,1013.8,932,,46.08181818,p289,c14
22-04-2019,28,246.12,266,,8.79,p290,c12
22-04-2019,85,1639.67,711,,19.29023529,p291,c11
22-04-2019,23,609.27,200,,26.49,p292,c4
22-04-2019,12,199.08,223,,16.59,p293,c13
22-04-2019,55,897.87,368,,16.32490909,p294,c15
22-04-2019,10,195.9,44,,19.59,p295,c13
22-04-2019,373,4773.12,2510,,12.79656836,p296,c9
22-04-2019,1,35.24,17,,35.24,p297,c3
22-04-2019,0,0,,,,p298,c1
22-04-2019,2,33.98,40,,16.99,p299,c10
22-04-2019,0,0,,,,p300,c1
22-04-2019,0,0,14,,,p301,c10
22-04-2019,0,0,0,,,p302,c1
22-04-2019,352,18472.19,4160,,52.4778125,p303,c4
22-04-2019,77,3465.05,432,,45.00064935,p304,c4
22-04-2019,73,1316.69,1343,,18.03684932,p305,c15
22-04-2019,0,0,,,,p306,c8
22-04-2019,16,639.84,499,,39.99,p307,c1
22-04-2019,0,0,26,,,p308,c13
22-04-2019,1550,23234.62,8879,,14.99007742,p309,c8
22-04-2019,1,19.99,61,,19.99,p310,c14
22-04-2019,62,795.42,1758,,12.82935484,p311,c8
22-04-2019,4,56.92,26,,14.23,p312,c13
22-04-2019,12,220.68,87,,18.39,p313,c9
22-04-2019,2,51.5,53,,25.75,p314,c10
22-04-2019,12,80.56,1098,,6.713333333,p315,c14
22-04-2019,13,259.87,90,,19.99,p316,c9
22-04-2019,4,600.32,21,,150.08,p317,c4
22-04-2019,63,1194.02,2,,18.95269841,p318,c4
29-04-2019,189,3673.9,1868,,19.43862434,p1,c1
29-04-2019,3,98.7,82,,32.9,p2,c1
29-04-2019,371,11127.75,1575,,29.99393531,p3,c3
29-04-2019,68,2719.32,4598,,39.99,p5,c1
29-04-2019,230,3455.53,2265,,15.02404348,p7,c9
29-04-2019,209,3103.65,702,,14.85,p8,c9
29-04-2019,22,610.08,194,,27.73090909,p9,c8
29-04-2019,584,3450.15,11598,,5.907791096,p10,c5
29-04-2019,46,968.76,643,,21.06,p11,c12
29-04-2019,23,448.6,178,,19.50434783,p12,c5
29-04-2019,43,588.79,243,,13.6927907,p13,c5
29-04-2019,7,69.93,10,,9.99,p14,c15
29-04-2019,4,116,23,,29,p16,c14
29-04-2019,30,674.1,132,,22.47,p17,c9
29-04-2019,28,839.72,5656,,29.99,p18,c7
29-04-2019,8,321.33,73,,40.16625,p19,c9
29-04-2019,1,43.51,80,,43.51,p20,c1
29-04-2019,71,1334.09,681,,18.79,p21,c5
29-04-2019,62,1065.93,429,,17.19241935,p23,c5
29-04-2019,38,714.78,344,,18.81,p24,c5
29-04-2019,18,309.42,642,,17.19,p25,c5
29-04-2019,15,273.04,259,,18.20266667,p26,c6
29-04-2019,126,4660.74,102,,36.99,p27,c3
29-04-2019,8,161.52,75,,20.19,p28,c15
29-04-2019,12,155.88,163,,12.99,p30,c15
29-04-2019,15,149.85,268,,9.99,p31,c15
29-04-2019,3,177.18,21,,59.06,p32,c15
29-04-2019,320,4797.15,1334,,14.99109375,p34,c5
29-04-2019,16,335.84,180,,20.99,p35,c11
29-04-2019,10,420.37,80,,42.037,p37,c1
29-04-2019,115,2887.65,579,,25.11,p40,c10
29-04-2019,4,156.61,73,,39.1525,p41,c1
29-04-2019,33,464.31,232,,14.07,p45,c9
29-04-2019,68,2039.32,390,,29.99,p47,c10
29-04-2019,75,740.2,831,,9.869333333,p49,c12
29-04-2019,21,388.29,83,,18.49,p50,c12
29-04-2019,52,778.96,408,,14.98,p51,c6
29-04-2019,14,377.44,103,,26.96,p52,c6
29-04-2019,108,1878.12,845,,17.39,p53,c5
29-04-2019,30,657.34,95,,21.91133333,p54,c12
29-04-2019,22,323.18,203,,14.69,p55,c12
29-04-2019,1,79.43,2,,79.43,p56,c6
29-04-2019,196,2304.23,683,,11.75627551,p57,c6
29-04-2019,44,1832.21,245,,41.64113636,p58,c6
29-04-2019,47,902.1,495,,19.19361702,p60,c11
29-04-2019,26,729.64,624,,28.06307692,p61,c10
29-04-2019,34,874.82,140,,25.73,p62,c10
29-04-2019,7,318.43,119,,45.49,p63,c1
29-04-2019,28,595.48,215,,21.26714286,p66,c6
29-04-2019,50,788.33,963,,15.7666,p68,c6
29-04-2019,9,178.83,58,,19.87,p69,c12
29-04-2019,7,139.93,213,,19.99,p71,c12
29-04-2019,23,422.09,598,,18.35173913,p72,c5
29-04-2019,813,9371.28,7256,,11.52678967,p73,c6
29-04-2019,24,2025.89,79,,84.41208333,p74,c6
29-04-2019,3,112.47,31,,37.49,p75,c12
29-04-2019,24,143.76,273,,5.99,p76,c12
29-04-2019,36,1213.86,386,,33.71833333,p79,c10
29-04-2019,4,183.56,10,,45.89,p80,c9
29-04-2019,62,1549.38,955,,24.99,p81,c10
29-04-2019,32,857.6,207,,26.8,p82,c11
29-04-2019,123,1228.77,1443,,9.99,p84,c5
29-04-2019,13,331.24,208,,25.48,p89,c10
29-04-2019,28,741.72,1421,,26.49,p92,c10
29-04-2019,2,36.2,14,,18.1,p93,c9
29-04-2019,36,1269.72,168,,35.27,p94,c15
29-04-2019,9,442.03,18,,49.11444444,p95,c15
29-04-2019,73,722.87,800,,9.902328767,p97,c9
29-04-2019,78,1515.53,410,,19.42987179,p98,c9
29-04-2019,50,910,380,,18.2,p100,c9
29-04-2019,242,5081.36,2165,,20.99735537,p101,c14
29-04-2019,11,383.24,97,,34.84,p103,c12
29-04-2019,117,1271.77,525,,10.86982906,p104,c12
29-04-2019,21,234.62,397,,11.17238095,p105,c12
29-04-2019,2,69.38,20,,34.69,p106,c9
29-04-2019,8,159.92,59,,19.99,p109,c9
29-04-2019,31,635.19,87,,20.49,p110,c8
29-04-2019,35,699.65,849,,19.99,p113,c10
29-04-2019,4,137.11,48,,34.2775,p114,c12
29-04-2019,1111,14221.05,7136,,12.80022502,p115,c2
29-04-2019,0,0,,,,p116,c15
29-04-2019,36,359.52,466,,9.986666667,p118,c11
29-04-2019,50,727.95,543,,14.559,p120,c12
29-04-2019,10,181.9,70,,18.19,p121,c5
29-04-2019,2,64.34,7,,32.17,p122,c10
29-04-2019,31,773.45,336,,24.95,p123,c14
29-04-2019,8,97.52,2,,12.19,p124,c8
29-04-2019,57,1025.43,457,,17.99,p125,c13
29-04-2019,1,23.49,16,,23.49,p126,c15
29-04-2019,188,5368.43,616,,28.55547872,p127,c15
29-04-2019,74,1417.99,423,,19.16202703,p129,c13
29-04-2019,215,3652.85,440,,16.99,p130,c13
29-04-2019,38,684,327,,18,p131,c12
29-04-2019,8,113.12,298,,14.14,p132,c9
29-04-2019,170,1698.3,1324,,9.99,p135,c9
29-04-2019,23,411.47,363,,17.89,p136,c7
29-04-2019,35,349.65,389,,9.99,p138,c9
29-04-2019,67,669.33,698,,9.99,p139,c9
29-04-2019,10,223.9,320,,22.39,p140,c15
29-04-2019,215,3868.01,3240,,17.99074419,p142,c15
29-04-2019,0,0,2,,,p143,c8
29-04-2019,50,576.32,718,,11.5264,p144,c8
29-04-2019,8,207.92,26,,25.99,p145,c15
29-04-2019,6,59.39,24,,9.898333333,p146,c14
29-04-2019,27,539.38,318,,19.97703704,p147,c9
29-04-2019,51,1017.45,404,,19.95,p148,c9
29-04-2019,6,107.34,71,,17.89,p149,c13
29-04-2019,38,471.36,417,,12.40421053,p150,c9
29-04-2019,93,1022.07,248,,10.99,p151,c13
29-04-2019,39,545.61,358,,13.99,p152,c13
29-04-2019,17,384.03,165,,22.59,p153,c13
29-04-2019,45,809.55,414,,17.99,p154,c13
29-04-2019,12,191.88,182,,15.99,p155,c13
29-04-2019,132,2150.28,383,,16.29,p156,c13
29-04-2019,51,1527.96,142,,29.96,p157,c13
29-04-2019,439,7326.91,5246,,16.69,p158,c2
29-04-2019,8,211.82,53,,26.4775,p159,c13
29-04-2019,127,1716.66,1053,,13.51700787,p160,c5
29-04-2019,34,1048.4,304,,30.83529412,p161,c14
29-04-2019,34,1568.17,285,,46.12264706,p163,c2
29-04-2019,1,68.97,59,,68.97,p164,c2
29-04-2019,22,261.29,455,,11.87681818,p166,c9
29-04-2019,18,363.96,367,,20.22,p167,c9
29-04-2019,29,541.48,265,,18.67172414,p168,c9
29-04-2019,29,869.71,4950,,29.99,p170,c7
29-04-2019,20,499,305,,24.95,p171,c13
29-04-2019,20,539.64,193,,26.982,p172,c13
29-04-2019,81,1740.69,495,,21.49,p173,c13
29-04-2019,12,287.88,81,,23.99,p174,c13
29-04-2019,78,1166.1,1210,,14.95,p175,c9
29-04-2019,2,25.42,16,,12.71,p177,c9
29-04-2019,10,137.63,116,,13.763,p178,c9
29-04-2019,16,336.02,92,,21.00125,p181,c5
29-04-2019,1,17.89,44,,17.89,p183,c12
29-04-2019,0,0,60,,,p184,c15
29-04-2019,31,402.93,533,,12.99774194,p185,c8
29-04-2019,178,2842.66,769,,15.97,p189,c2
29-04-2019,103,2379.91,983,,23.10592233,p191,c9
29-04-2019,221,5419.57,745,,24.52294118,p192,c12
29-04-2019,6,346.74,20,,57.79,p193,c13
29-04-2019,2,113.98,31,,56.99,p194,c2
29-04-2019,3,23.97,75,,7.99,p196,c5
29-04-2019,1,13.16,92,,13.16,p198,c5
29-04-2019,5,43.95,108,,8.79,p199,c14
29-04-2019,107,1069.17,1210,,9.992242991,p200,c9
29-04-2019,25,502.61,311,,20.1044,p201,c5
29-04-2019,12,167.88,153,,13.99,p202,c14
29-04-2019,82,1057.8,58,,12.9,p203,c11
29-04-2019,125,2062.5,2705,,16.5,p204,c15
29-04-2019,33,454.74,124,,13.78,p205,c15
29-04-2019,17,302.94,170,,17.82,p207,c13
29-04-2019,7,99.33,75,,14.19,p208,c13
29-04-2019,10,179.9,351,,17.99,p209,c13
29-04-2019,7,95.83,185,,13.69,p210,c13
29-04-2019,1,123.99,5,,123.99,p212,c14
29-04-2019,1,13.59,17,,13.59,p214,c14
29-04-2019,95,1474.4,793,,15.52,p215,c14
29-04-2019,4,91.96,163,,22.99,p217,c5
29-04-2019,20,375.42,271,,18.771,p219,c5
29-04-2019,41,795.51,6231,,19.40268293,p224,c1
29-04-2019,27,607.23,418,,22.49,p225,c13
29-04-2019,18,305.82,267,,16.99,p226,c13
29-04-2019,19,424.65,361,,22.35,p227,c13
29-04-2019,22,548.9,274,,24.95,p229,c13
29-04-2019,18,409.14,122,,22.73,p230,c13
29-04-2019,35,1222.3,49,,34.92285714,p231,c1
29-04-2019,4,79.8,30,,19.95,p232,c15
29-04-2019,0,0,,,,p233,c11
29-04-2019,81,1877.21,777,,23.1754321,p234,c9
29-04-2019,0,0,7,,,p236,c9
